21002	169	
20999	147	
21992	10	
21002	8	
20998	9	
21992	8	
21001	12	
20999	9	
21988	8	
21006	8	
20998	9	
21991	8	
21004	9	
20994	8	
21995	9	
21002	8	
20995	9	
21993	9	
21004	8	
20998	9	
21992	8	
21003	8	
20998	9	
21963	9	
21030	8	
20999	9	
21991	9	
21002	8	
21000	9	
21991	9	
21002	8	
20998	8	
21993	8	
20972	9	
21026	9	
21992	9	
21002	9	
20998	9	
21992	9	
21003	9	
20996	9	
21974	14	
21007	27	
